Competition_x,Season,MatchNo,Date,Time,HomeTeam,AwayTeam,HomeGoals,AwayGoals,URL,TotalGoals,Competition_y,HomeStrength,Competition,AwayStrength,StrengthDifference,GoalDifference,Outcome
PLW,2026,12.0,24-05-2026,13:00,Lakers Hockey Club,Kisumu Queens,0,0,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-lakers-hockey-club-vs-kisumu-queens/,0,PLW,1.86,PLW,1.34,0.52,0,Draw
PLW,2026,33.0,06-06-2026,12:00,Lakers Hockey Club,Strathmore University Ladies,1,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-lakers-hockey-club-vs-strathmore-university-ladies/,2,PLW,1.86,PLW,1.33,0.53,0,Draw
PLW,2026,43.0,07-06-2026,09:00,Lakers Hockey Club,USIU – A Ladies,0,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-lakers-hockey-club-vs-usiu-a-ladies/,1,PLW,1.86,PLW,1.62,0.24,-1,Away Win
PLW,2026,86.0,05-07-2026,09:00,Sliders Hockey Club,Kisumu Queens,0,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-sliders-hockey-club-vs-kisumu-queens/,1,PLW,0.38,PLW,1.34,-0.96,-1,Away Win
PLW,2026,,21-06-2026,09:00,Sliders Hockey Club,Lakers Hockey Club,0,6,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-sliders-hockey-club-vs-lakers-hockey-club/,6,PLW,0.38,PLW,1.86,-1.48,-6,Away Win
PLW,2026,,30-08-2026,13:00,Sliders Hockey Club,Strathmore University Ladies,0,5,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-sliders-hockey-club-vs-strathmore-university-ladies/,5,PLW,0.38,PLW,1.33,-0.95,-5,Away Win
PLW,2026,,28-06-2026,09:00,Sliders Hockey Club,UON Ladies,1,0,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-sliders-hockey-club-vs-uon-ladies/,1,PLW,0.38,PLW,0.92,-0.54,1,Home Win
PLW,2026,,20-06-2026,12:00,Sliders Hockey Club,USIU – A Ladies,0,2,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-sliders-hockey-club-vs-usiu-a-ladies/,2,PLW,0.38,PLW,1.62,-1.24,-2,Away Win
PLW,2026,,20-06-2026,12:00,Strathmore University Ladies,Amira Sailors Hockey Club,0,0,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-strathmore-university-ladies-vs-amira-sailors-hockey-club/,0,PLW,1.33,PLW,0.98,0.35,0,Draw
PLW,2026,,01-06-2026,12:00,Strathmore University Ladies,Blazers Hockey Club,1,3,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-strathmore-university-ladies-vs-blazers-hockey-club/,4,PLW,1.33,PLW,2.38,-1.05,-2,Away Win
PLW,2026,,27-06-2026,12:00,Strathmore University Ladies,Sliders Hockey Club,1,0,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-strathmore-university-ladies-vs-sliders-hockey-club/,1,PLW,1.33,PLW,0.38,0.95,1,Home Win
PLW,2026,15.0,24-05-2026,14:00,Strathmore University Ladies,UON Ladies,1,2,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-strathmore-university-ladies-vs-uon-ladies/,3,PLW,1.33,PLW,0.92,0.41,-1,Away Win
PLW,2026,2.0,23-05-2026,12:00,Strathmore University Ladies,USIU – A Ladies,0,0,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-strathmore-university-ladies-vs-usiu-a-ladies/,0,PLW,1.33,PLW,1.62,-0.29,0,Draw
PLW,2026,7.0,23-05-2026,15:00,UON Ladies,Amira Sailors Hockey Club,0,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-uon-ladies-vs-amira-sailors-hockey-club/,1,PLW,0.92,PLW,0.98,-0.06,-1,Away Win
PLW,2026,47.0,07-06-2026,12:00,UON Ladies,Blazers Hockey Club,0,0,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-uon-ladies-vs-blazers-hockey-club/,0,PLW,0.92,PLW,2.38,-1.46,0,Draw
PLW,2026,,20-06-2026,14:00,UON Ladies,Lakers Hockey Club,1,2,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-uon-ladies-vs-lakers-hockey-club/,3,PLW,0.92,PLW,1.86,-0.94,-1,Away Win
PLW,2026,,04-07-2026,13:00,USIU – A Ladies,Amira Sailors Hockey Club,0,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-usiu-a-ladies-vs-amira-sailors-hockey-club/,1,PLW,1.62,PLW,0.98,0.64,-1,Away Win
PLW,2026,,21-06-2026,13:00,USIU – A Ladies,Blazers Hockey Club,2,2,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-usiu-a-ladies-vs-blazers-hockey-club/,4,PLW,1.62,PLW,2.38,-0.76,0,Draw
PLW,2026,,24-05-2026,10:00,USIU – A Ladies,JKUAT Ladies,2,0,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-usiu-a-ladies-vs-jkuat-ladies/,2,PLW,1.62,PLW,0.26,1.36,2,Home Win
PLW,2026,28.0,01-06-2026,11:00,USIU – A Ladies,UON Ladies,1,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-women-plw-2026-usiu-a-ladies-vs-uon-ladies/,2,PLW,1.62,PLW,0.92,0.7,0,Draw
PLM,2026,41.0,07-06-2026,09:00,Daikyo Heroes,Greensharks,3,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-men-plm-2026-daikyo-heroes-vs-greensharks/,4,PLM,0.93,PLM,0.52,0.41,2,Home Win
PLM,2026,,20-06-2026,15:30,Daikyo Heroes,Kenya Police,3,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-men-plm-2026-daikyo-heroes-vs-kenya-police/,4,PLM,0.93,PLM,0.97,-0.04,2,Home Win
PLM,2026,,30-08-2026,11:00,Daikyo Heroes,Parklands Sports Club,0,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-men-plm-2026-daikyo-heroes-vs-parklands-sports-club/,1,PLM,0.93,PLM,0.94,-0.01,-1,Away Win
PLM,2026,,29-08-2026,15:00,Daikyo Heroes,Sikh Union Nairobi,1,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-men-plm-2026-daikyo-heroes-vs-sikh-union-nairobi/,2,PLM,0.93,PLM,1.16,-0.23,0,Draw
PLM,2026,,21-06-2026,13:00,Daikyo Heroes,Wazalendo,3,2,https://www.kenyahockeyunion.org/joomsport_match/premier-league-men-plm-2026-daikyo-heroes-vs-wazalendo/,5,PLM,0.93,PLM,1.03,-0.1,1,Home Win
PLM,2026,20.0,30-05-2026,16:00,Greensharks,Kisumu Youngsters,0,1,https://www.kenyahockeyunion.org/joomsport_match/premier-league-men-plm-2026-greensharks-vs-kisumu-youngsters/,1,PLM,0.52,PLM,1.0,-0.48,-1,Away Win
